0.000000  1418.547729
10.766602  3736.169922
21.533203  17979.966797
32.299805  131149.218750
43.066406  2081535.875000
53.833008  204662.234375
64.599609  91184.843750
75.366211  68218.835938
86.132812  63169.203125
96.899414  56641.851562
107.666016  43168.812500
118.432617  27533.052734
129.199219  18828.763672
139.965820  27785.091797
150.732422  29333.968750
161.499023  23983.126953
172.265625  15455.676758
183.032227  9539.479492
193.798828  7072.418945
204.565430  4440.343750
215.332031  3454.437988
226.098633  1974.031616
236.865234  2591.802979
247.631836  4227.307129
258.398438  5243.153320
269.165039  5427.213379
279.931641  5372.835938
290.698242  5321.499512
301.464844  5200.789062
312.231445  4542.154785
322.998047  4222.737305
333.764648  4037.477295
344.531250  3616.944580
355.297852  3068.570068
366.064453  2768.542236
376.831055  2943.507324
387.597656  2528.979248
398.364258  2029.332642
409.130859  1689.061646
419.897461  1704.102905
430.664062  1806.527710
441.430664  1673.153931
452.197266  1351.705933
462.963867  1066.931519
473.730469  839.892700
484.497070  668.887268
495.263672  508.998260
506.030273  421.840302
516.796875  410.488434
527.563477  413.193787
538.330078  410.775177
549.096680  372.837646
559.863281  363.512054
570.629883  302.816986
581.396484  223.695435
592.163086  188.417801
602.929688  195.107269
613.696289  183.762589
624.462891  129.768768
635.229492  92.512703
645.996094  84.813377
656.762695  85.930206
667.529297  74.838402
678.295898  64.959900
689.062500  70.770889
699.829102  78.248383
710.595703  72.659698
721.362305  59.622787
732.128906  48.090405
742.895508  42.498920
753.662109  45.000919
764.428711  62.217373
775.195312  87.776497
785.961914  102.104782
796.728516  102.956017
807.495117  97.028847
818.261719  102.189339
829.028320  103.150635
839.794922  88.789909
850.561523  71.008896
861.328125  65.036423
872.094727  66.888138
882.861328  58.567635
893.627930  45.719700
904.394531  38.059570
915.161133  39.253345
925.927734  43.587429
936.694336  47.966209
947.460938  52.732407
958.227539  54.059921
968.994141  48.435078
979.760742  41.280464
990.527344  38.094952
1001.293945  37.494175
1012.060547  34.564594
1022.827148  31.933258
1033.593750  35.780651
1044.360352  42.406483
1055.126953  44.349709
1065.893555  37.724472
1076.660156  31.937883
1087.426758  31.705008
1098.193359  32.803429
1108.959961  31.123573
1119.726562  28.739180
1130.493164  29.253601
1141.259766  29.509562
1152.026367  29.720240
1162.792969  32.053463
1173.559570  37.124825
1184.326172  41.775356
1195.092773  45.045975
1205.859375  49.571964
1216.625977  54.228085
1227.392578  53.594395
1238.159180  46.915665
1248.925781  40.340893
1259.692383  39.658680
1270.458984  42.108524
1281.225586  42.128483
1291.992188  40.269726
1302.758789  39.560333
1313.525391  41.023258
1324.291992  40.360363
1335.058594  37.213448
1345.825195  34.421753
1356.591797  33.128227
1367.358398  31.857227
1378.125000  30.204565
1388.891602  29.493065
1399.658203  28.557615
1410.424805  26.035322
1421.191406  23.445517
1431.958008  23.954227
1442.724609  27.023983
1453.491211  28.678547
1464.257812  27.288902
1475.024414  25.666933
1485.791016  24.956198
1496.557617  23.447195
1507.324219  19.703327
1518.090820  15.711134
1528.857422  13.905385
1539.624023  13.856346
1550.390625  14.056824
1561.157227  13.792212
1571.923828  13.732139
1582.690430  13.554481
1593.457031  13.115750
1604.223633  13.290296
1614.990234  14.437931
1625.756836  15.264668
1636.523438  14.645812
1647.290039  13.646948
1658.056641  13.745031
1668.823242  14.205146
1679.589844  13.601495
1690.356445  12.548790
1701.123047  12.906970
1711.889648  14.616294
1722.656250  15.525321
1733.422852  14.850234
1744.189453  13.429526
1754.956055  12.156794
1765.722656  10.902329
1776.489258  9.642036
1787.255859  8.916244
1798.022461  8.739133
1808.789062  8.624084
1819.555664  8.350002
1830.322266  8.429760
1841.088867  8.841220
1851.855469  8.772968
1862.622070  8.024239
1873.388672  7.534917
1884.155273  7.858282
1894.921875  8.169580
1905.688477  7.403954
1916.455078  5.962620
1927.221680  4.890950
1937.988281  4.396875
1948.754883  3.984436
1959.521484  3.529053
1970.288086  3.399234
1981.054688  3.452044
1991.821289  3.334208
2002.587891  2.991951
2013.354492  2.619809
2024.121094  2.225115
2034.887695  1.740629
2045.654297  1.442818
2056.420898  1.601325
2067.187500  1.955795
2077.954102  2.022685
2088.720703  1.854409
2099.487305  1.940087
2110.253906  2.324923
2121.020508  2.561273
2131.787109  2.469499
2142.553711  2.336077
2153.320312  2.383388
2164.086914  2.343650
2174.853516  2.028533
2185.620117  1.641297
2196.386719  1.426038
2207.153320  1.388282
2217.919922  1.468257
2228.686523  1.744103
2239.453125  2.080498
2250.219727  2.172686
2260.986328  1.973651
2271.752930  1.804591
2282.519531  1.858478
2293.286133  1.905973
2304.052734  1.738927
2314.819336  1.562504
2325.585938  1.638418
2336.352539  1.820175
2347.119141  1.794937
2357.885742  1.568904
2368.652344  1.411752
2379.418945  1.418683
2390.185547  1.448973
2400.952148  1.387247
2411.718750  1.282962
2422.485352  1.130132
2433.251953  0.882424
2444.018555  0.630869
2454.785156  0.530479
2465.551758  0.569236
2476.318359  0.602288
2487.084961  0.643079
2497.851562  0.812455
2508.618164  1.051848
2519.384766  1.127146
2530.151367  0.986938
2540.917969  0.852733
2551.684570  0.889675
2562.451172  0.977709
2573.217773  0.970717
2583.984375  0.910165
2594.750977  0.896312
2605.517578  0.907392
2616.284180  0.889154
2627.050781  0.897797
2637.817383  0.972707
2648.583984  1.058326
2659.350586  1.081994
2670.117188  1.104470
2680.883789  1.172324
2691.650391  1.178111
2702.416992  1.027046
2713.183594  0.862723
2723.950195  0.906789
2734.716797  1.126437
2745.483398  1.298268
2756.250000  1.351843
2767.016602  1.406054
2777.783203  1.523632
2788.549805  1.591016
2799.316406  1.516351
2810.083008  1.397644
2820.849609  1.324542
2831.616211  1.271699
2842.382812  1.188052
2853.149414  1.112444
2863.916016  1.061222
2874.682617  0.963271
2885.449219  0.814408
2896.215820  0.733178
